transaction_id,customer_id,bank_id,transaction_datetime,transaction_type,channel,amount,currency,location_id,counterparty_country,beneficiary_type,description,country_risk_score,home_country_code,pep_flag,kyc_status
T0003604,C00146,B012,2025-03-20 08:28:00,Cash Withdrawal,Online,1200.78,GBP,L015,SG,Business,Transfer,2,FR,0,Verified
T0004309,C00007,B011,2025-03-20 08:39:00,Card,Branch,3011.57,GBP,L019,IN,Own Account,Cash,3,NG,0,Verified
T0004291,C00268,B006,2025-03-20 11:03:00,Transfer,Online,2600.93,GBP,L018,PL,Own Account,Purchase,2,US,0,Verified
T0004029,C00018,B008,2025-03-20 11:13:00,Cash Deposit,Mobile,1394.02,GBP,L004,ES,Own Account,Payment,1,BR,0,Verified
T0001216,C00064,B002,2025-03-20 11:38:00,Transfer,ATM,329.17,GBP,L020,ZA,Business,Transfer,3,IE,0,Verified
T0003614,C00145,B010,2025-03-20 13:28:00,Transfer,ATM,1052.59,GBP,L016,HK,Individual,Payment,3,AU,0,Verified
T0000352,C00157,B009,2025-03-20 13:32:00,Transfer,Branch,4581.02,GBP,L002,FR,Individual,Salary,1,HK,0,Verified
T0001744,C00187,B010,2025-03-20 17:55:00,Card,Branch,1921.06,GBP,L013,NG,Business,Cash,5,BR,0,Verified
T0003979,C00143,B006,2025-03-20 18:11:00,Card,ATM,1234.1,GBP,L006,NL,Individual,Payment,1,HK,0,Verified
T0002556,C00285,B011,2025-03-20 19:59:00,Cash Deposit,Branch,1825.68,GBP,L020,ZA,Business,Transfer,3,IN,0,Verified
T0000451,C00030,B007,2025-03-20 22:31:00,Card,Branch,8437.09,GBP,L015,SG,Individual,Salary,2,PL,0,Verified
T0003288,C00063,B005,2025-03-20 23:08:00,Card,Online,606.22,GBP,L011,AE,Business,Purchase,4,ES,0,Verified
T0002317,C00056,B009,2025-03-20 23:35:00,Card,ATM,827.42,GBP,L009,CA,Business,Transfer,2,IT,0,Verified
T0004067,C00149,B008,2025-03-21 00:04:00,Card,Online,1612.84,GBP,L008,US,Individual,Cash,2,DE,0,Verified
T0005731,C00009,B006,2025-03-21 02:44:00,Cash Deposit,Branch,421.29,GBP,L009,CA,Individual,Salary,2,AU,0,Verified
T0002903,C00067,B005,2025-03-21 04:38:00,Card,ATM,12682.28,GBP,L002,FR,Own Account,Salary,1,CA,0,Verified
T0002838,C00208,B009,2025-03-21 07:56:00,Card,Online,811.76,GBP,L013,NG,Business,Purchase,5,TR,0,Verified
T0004233,C00046,B002,2025-03-21 07:59:00,International Transfer,Mobile,883.42,GBP,L013,NG,Business,Salary,5,NG,1,Verified
T0004539,C00217,B006,2025-03-21 09:33:00,Card,ATM,3024.79,GBP,L014,BR,Own Account,Cash,3,ES,0,Verified
T0002591,C00081,B006,2025-03-21 13:07:00,Transfer,ATM,616.75,GBP,L004,ES,Own Account,Purchase,1,BR,0,Verified
T0002552,C00005,B002,2025-03-21 16:14:00,International Transfer,Branch,2076.38,GBP,L006,NL,Own Account,Purchase,1,ES,0,Verified
T0002343,C00233,B001,2025-03-21 16:36:00,Card,ATM,305.19,GBP,L015,SG,Business,Purchase,2,ES,0,Verified
T0003673,C00197,B007,2025-03-21 17:01:00,Cash Withdrawal,Mobile,1155.12,GBP,L013,NG,Business,Transfer,5,AU,0,Verified
T0002570,C00011,B002,2025-03-21 17:09:00,Transfer,ATM,126.13,GBP,L016,HK,Own Account,Payment,3,IE,0,Verified
T0003455,C00241,B006,2025-03-21 17:35:00,Card,ATM,1941.94,GBP,L013,NG,Business,Invoice,5,DE,0,Verified
T0002206,C00272,B012,2025-03-21 19:05:00,Card,Branch,461.07,GBP,L017,CH,Own Account,Payment,2,ZA,0,Verified
T0001384,C00007,B011,2025-03-21 20:29:00,Cash Deposit,Online,6252.92,GBP,L013,NG,Individual,Transfer,5,NG,0,Verified
T0000614,C00298,B004,2025-03-21 20:53:00,Transfer,ATM,754.62,GBP,L004,ES,Own Account,Salary,1,ES,0,Verified
T0005180,C00097,B004,2025-03-21 22:32:00,Card,Branch,1713.97,GBP,L002,FR,Individual,Payment,1,US,0,Verified
T0001924,C00294,B002,2025-03-21 23:15:00,Card,Mobile,230.59,GBP,L001,GB,Individual,Salary,1,DE,0,Verified
T0001183,C00108,B012,2025-03-21 23:21:00,Card,Online,322.44,GBP,L010,AU,Individual,Payment,2,IN,0,Verified
T0000086,C00093,B005,2025-03-22 00:05:00,Cash Withdrawal,Online,480.54,GBP,L009,CA,Individual,Invoice,2,IE,0,Review Required
T0004427,C00280,B007,2025-03-22 03:45:00,Transfer,Branch,705.25,GBP,L010,AU,Business,Cash,2,AE,0,Verified
T0001277,C00093,B008,2025-03-22 04:36:00,International Transfer,Online,2154.27,GBP,L020,ZA,Individual,Invoice,3,IE,0,Review Required
T0003301,C00121,B005,2025-03-22 04:45:00,Cash Deposit,Mobile,74.31,GBP,L010,AU,Own Account,Transfer,2,IN,0,Verified
T0003977,C00105,B004,2025-03-22 07:16:00,Transfer,ATM,644.94,GBP,L014,BR,Individual,Invoice,3,US,0,Verified
T0002391,C00248,B011,2025-03-22 08:10:00,Cash Deposit,Online,734.1,GBP,L002,FR,Business,Invoice,1,DE,0,Verified
T0003170,C00235,B001,2025-03-22 08:20:00,International Transfer,Online,448.79,GBP,L011,AE,Individual,Cash,4,IT,0,Verified
T0000266,C00285,B001,2025-03-22 08:34:00,Card,Branch,289.62,GBP,L010,AU,Business,Payment,2,IN,0,Verified
T0001964,C00071,B003,2025-03-22 10:39:00,Card,ATM,4077.35,GBP,L007,IE,Business,Salary,1,US,1,Verified
T0000974,C00009,B011,2025-03-22 11:35:00,Transfer,ATM,2671.06,GBP,L014,BR,Business,Purchase,3,AU,0,Verified
T0000092,C00137,B003,2025-03-22 14:11:00,Card,ATM,580.46,GBP,L013,NG,Individual,Purchase,5,US,0,Verified
T0002536,C00014,B005,2025-03-22 17:21:00,Transfer,Branch,1361.22,GBP,L018,PL,Own Account,Cash,2,FR,0,Verified
T0002023,C00031,B010,2025-03-22 17:23:00,Card,ATM,920.91,GBP,L015,SG,Individual,Cash,2,NL,0,Review Required
T0003932,C00191,B001,2025-03-22 17:25:00,Transfer,ATM,1480.26,GBP,L005,IT,Individual,Payment,1,IT,1,Verified
T0001288,C00283,B008,2025-03-22 20:13:00,Card,Online,770.2,GBP,L009,CA,Own Account,Purchase,2,AU,0,Verified
T0002464,C00122,B004,2025-03-22 20:28:00,International Transfer,Branch,1414.75,GBP,L013,NG,Business,Salary,5,NL,0,Review Required
T0004110,C00255,B008,2025-03-22 21:02:00,Transfer,ATM,1133.91,GBP,L017,CH,Own Account,Cash,2,PL,0,Verified
T0005964,C00036,B004,2025-03-22 21:23:00,Cash Deposit,Branch,442.1,GBP,L007,IE,Individual,Payment,1,FR,0,Verified
T0002523,C00195,B004,2025-03-22 22:53:00,Transfer,ATM,190.03,GBP,L016,HK,Business,Invoice,3,BR,0,Verified
T0003981,C00039,B007,2025-03-22 23:34:00,Transfer,Mobile,627.85,GBP,L005,IT,Business,Salary,1,BR,0,Verified
T0003256,C00129,B007,2025-03-23 03:56:00,Card,ATM,3505.76,GBP,L017,CH,Own Account,Payment,2,BR,0,Verified
T0002864,C00036,B008,2025-03-23 04:05:00,Transfer,ATM,96.85,GBP,L002,FR,Individual,Payment,1,FR,0,Verified
T0004978,C00241,B006,2025-03-23 04:14:00,Card,Mobile,3802.76,GBP,L012,TR,Own Account,Transfer,4,DE,0,Verified
T0000942,C00018,B006,2025-03-23 05:20:00,Transfer,Online,924.17,GBP,L016,HK,Individual,Transfer,3,BR,0,Verified
T0003394,C00260,B007,2025-03-23 07:47:00,Card,ATM,1215.47,GBP,L002,FR,Business,Transfer,1,IN,0,Verified
T0004797,C00199,B006,2025-03-23 08:24:00,Transfer,ATM,467.8,GBP,L005,IT,Own Account,Invoice,1,ZA,0,Verified
T0004188,C00112,B005,2025-03-23 09:44:00,Transfer,ATM,478.88,GBP,L006,NL,Business,Payment,1,NG,0,Review Required
T0001986,C00127,B006,2025-03-23 09:47:00,Card,Online,367.6,GBP,L011,AE,Business,Payment,4,TR,0,Verified
T0005316,C00018,B006,2025-03-23 10:13:00,Card,Mobile,4992.63,GBP,L012,TR,Business,Invoice,4,BR,0,Verified
T0005361,C00235,B009,2025-03-23 11:17:00,International Transfer,ATM,1278.54,GBP,L007,IE,Own Account,Salary,1,IT,0,Verified
T0005378,C00208,B006,2025-03-23 13:11:00,Cash Withdrawal,Mobile,1843.54,GBP,L015,SG,Business,Salary,2,TR,0,Verified
T0000339,C00054,B001,2025-03-23 14:39:00,Cash Withdrawal,Mobile,166.78,GBP,L018,PL,Own Account,Invoice,2,BR,0,Verified
T0005095,C00124,B002,2025-03-23 14:50:00,Transfer,ATM,1207.88,GBP,L007,IE,Business,Invoice,1,NG,0,Verified
T0000621,C00251,B009,2025-03-23 17:31:00,Card,ATM,248.92,GBP,L002,FR,Business,Salary,1,ZA,0,Verified
T0000311,C00108,B012,2025-03-23 17:45:00,Transfer,Branch,1133.12,GBP,L017,CH,Business,Cash,2,IN,0,Verified
T0005890,C00048,B003,2025-03-23 19:14:00,Card,Online,1514.14,GBP,L004,ES,Individual,Invoice,1,PL,0,Verified
T0003421,C00041,B011,2025-03-23 20:56:00,Card,Mobile,522.43,GBP,L012,TR,Individual,Salary,4,AE,0,Verified
T0000646,C00124,B008,2025-03-23 22:18:00,Transfer,ATM,346.17,GBP,L012,TR,Individual,Cash,4,NG,0,Verified
T0000876,C00259,B001,2025-03-23 22:19:00,Transfer,Online,1834.98,GBP,L010,AU,Business,Payment,2,SG,0,Verified
T0001587,C00032,B005,2025-03-23 22:53:00,Card,Online,1422.43,GBP,L004,ES,Individual,Transfer,1,PL,0,Verified
T0003806,C00071,B010,2025-03-24 00:46:00,Cash Withdrawal,Branch,1569.7,GBP,L001,GB,Own Account,Transfer,1,US,1,Verified
T0004666,C00213,B005,2025-03-24 01:17:00,International Transfer,Mobile,137.08,GBP,L006,NL,Individual,Transfer,1,CA,0,Review Required
T0000715,C00183,B010,2025-03-24 01:35:00,International Transfer,ATM,1847.98,GBP,L006,NL,Individual,Transfer,1,AU,0,Review Required
T0004810,C00203,B003,2025-03-24 02:33:00,Transfer,ATM,1278.93,GBP,L012,TR,Business,Purchase,4,BR,0,Verified
T0003003,C00092,B005,2025-03-24 02:36:00,Cash Withdrawal,Online,1095.8,GBP,L004,ES,Business,Transfer,1,ZA,0,Verified
T0001600,C00226,B003,2025-03-24 02:48:00,Cash Deposit,Mobile,12173.04,GBP,L002,FR,Own Account,Payment,1,TR,0,Verified
T0002392,C00157,B009,2025-03-24 07:38:00,International Transfer,Online,690.42,GBP,L012,TR,Own Account,Cash,4,HK,0,Verified
T0000519,C00152,B012,2025-03-24 10:28:00,International Transfer,ATM,171.9,GBP,L005,IT,Individual,Purchase,1,ZA,0,Verified
T0000178,C00034,B002,2025-03-24 11:08:00,Card,Branch,2417.53,GBP,L010,AU,Own Account,Cash,2,US,0,Verified
T0004734,C00232,B006,2025-03-24 12:47:00,Transfer,Mobile,757.89,GBP,L014,BR,Business,Cash,3,IT,0,Verified
T0003500,C00142,B010,2025-03-24 16:08:00,Transfer,Mobile,989.52,GBP,L013,NG,Individual,Invoice,5,PL,0,Verified
T0005274,C00230,B007,2025-03-24 20:22:00,Transfer,Branch,285.5,GBP,L001,GB,Individual,Transfer,1,PL,0,Verified
T0005107,C00214,B007,2025-03-24 22:46:00,Cash Deposit,Branch,942.96,GBP,L009,CA,Individual,Salary,2,AU,0,Verified
T0004474,C00102,B008,2025-03-25 01:17:00,Transfer,Online,472.56,GBP,L015,SG,Own Account,Cash,2,US,0,Verified
T0002732,C00030,B008,2025-03-25 01:57:00,Cash Withdrawal,Branch,210.18,GBP,L009,CA,Own Account,Salary,2,PL,0,Verified
T0005720,C00251,B012,2025-03-25 03:16:00,Card,Branch,1601.96,GBP,L019,IN,Individual,Salary,3,ZA,0,Verified
T0004382,C00227,B003,2025-03-25 04:09:00,Card,Branch,679.03,GBP,L011,AE,Own Account,Payment,4,IE,0,Verified
T0000187,C00221,B008,2025-03-25 04:59:00,International Transfer,ATM,730.7,GBP,L005,IT,Business,Transfer,1,FR,0,Verified
T0003724,C00267,B010,2025-03-25 06:55:00,Transfer,Branch,914.53,GBP,L007,IE,Own Account,Salary,1,HK,0,Verified
T0001373,C00151,B005,2025-03-25 11:45:00,Card,ATM,2784.17,GBP,L006,NL,Own Account,Payment,1,US,0,Verified
T0001573,C00261,B009,2025-03-25 11:54:00,Cash Withdrawal,Mobile,238.03,GBP,L008,US,Own Account,Purchase,2,ZA,0,Verified
T0003377,C00055,B003,2025-03-25 13:39:00,Transfer,Mobile,582.76,GBP,L020,ZA,Own Account,Payment,3,CA,0,Verified
T0001533,C00020,B004,2025-03-25 15:16:00,Cash Withdrawal,ATM,241.23,GBP,L008,US,Business,Payment,2,IT,0,Verified
T0004782,C00100,B012,2025-03-25 19:27:00,International Transfer,Online,1349.32,GBP,L020,ZA,Business,Invoice,3,SG,0,Verified
T0003350,C00077,B009,2025-03-25 21:43:00,Card,Branch,6006.96,GBP,L003,DE,Individual,Payment,1,IE,0,Review Required
T0002754,C00110,B005,2025-03-25 21:53:00,Card,ATM,188.0,GBP,L013,NG,Individual,Cash,5,PL,0,Verified
T0004047,C00222,B005,2025-03-25 23:52:00,Transfer,Online,1007.36,GBP,L016,HK,Individual,Payment,3,US,0,Verified
T0000708,C00046,B011,2025-03-26 02:48:00,Transfer,Branch,1073.11,GBP,L005,IT,Own Account,Invoice,1,NG,1,Verified
T0001071,C00273,B001,2025-03-26 04:20:00,Card,Online,428.61,GBP,L002,FR,Own Account,Transfer,1,ES,0,Verified
T0000309,C00087,B010,2025-03-26 04:44:00,Card,Online,1402.66,GBP,L004,ES,Individual,Purchase,1,BR,0,Verified
T0002511,C00119,B001,2025-03-26 04:55:00,Card,Online,364.28,GBP,L012,TR,Business,Payment,4,FR,0,Verified
T0005446,C00222,B001,2025-03-26 06:09:00,International Transfer,Branch,1614.16,GBP,L010,AU,Business,Salary,2,US,0,Verified
T0000866,C00069,B009,2025-03-26 06:17:00,Card,Branch,1089.39,GBP,L012,TR,Business,Transfer,4,TR,0,Verified
T0002113,C00237,B010,2025-03-26 06:17:00,Cash Deposit,Online,992.86,GBP,L003,DE,Individual,Cash,1,SG,0,Verified
T0001541,C00039,B002,2025-03-26 06:43:00,Card,Online,404.28,GBP,L020,ZA,Individual,Salary,3,BR,0,Verified
T0001598,C00287,B005,2025-03-26 06:49:00,Card,Branch,1909.83,GBP,L020,ZA,Business,Invoice,3,AE,0,Verified
T0004173,C00138,B002,2025-03-26 08:50:00,Card,ATM,551.57,GBP,L015,SG,Business,Cash,2,DE,0,Verified
T0005869,C00265,B008,2025-03-26 10:09:00,Cash Withdrawal,ATM,515.12,GBP,L013,NG,Business,Salary,5,ZA,0,Verified
T0002138,C00284,B003,2025-03-26 10:53:00,Card,Branch,3293.27,GBP,L002,FR,Own Account,Purchase,1,NG,0,Verified
T0002571,C00045,B006,2025-03-26 11:27:00,Card,Mobile,1375.24,GBP,L008,US,Individual,Payment,2,US,0,Verified
T0000743,C00215,B001,2025-03-26 13:44:00,Card,Mobile,422.81,GBP,L013,NG,Individual,Invoice,5,DE,0,Review Required
T0004253,C00253,B004,2025-03-26 17:19:00,Transfer,Online,179.61,GBP,L004,ES,Individual,Transfer,1,PL,0,Verified
T0003067,C00243,B010,2025-03-26 18:16:00,Card,ATM,649.43,GBP,L014,BR,Own Account,Transfer,3,CH,0,Verified
T0003393,C00069,B011,2025-03-26 20:42:00,International Transfer,ATM,301.76,GBP,L001,GB,Individual,Invoice,1,TR,0,Verified
T0004399,C00129,B007,2025-03-26 21:35:00,International Transfer,Online,3697.54,GBP,L007,IE,Business,Invoice,1,BR,0,Verified
T0003165,C00271,B010,2025-03-26 22:19:00,International Transfer,Mobile,2454.57,GBP,L018,PL,Individual,Purchase,2,NG,0,Verified
T0001122,C00189,B001,2025-03-26 22:38:00,Card,Online,1520.52,GBP,L011,AE,Business,Invoice,4,IN,0,Verified
T0004486,C00203,B003,2025-03-26 22:41:00,Transfer,Online,1185.04,GBP,L018,PL,Business,Purchase,2,BR,0,Verified
T0005694,C00294,B001,2025-03-27 00:09:00,Transfer,ATM,349.81,GBP,L011,AE,Own Account,Salary,4,DE,0,Verified
T0000877,C00093,B003,2025-03-27 02:05:00,Card,Mobile,662.56,GBP,L016,HK,Business,Cash,3,IE,0,Review Required
T0001281,C00083,B012,2025-03-27 02:40:00,Transfer,Mobile,1269.52,GBP,L020,ZA,Business,Payment,3,BR,0,Verified
T0002398,C00118,B011,2025-03-27 07:10:00,Transfer,Online,447.22,GBP,L020,ZA,Individual,Payment,3,PL,0,Verified
T0003995,C00241,B006,2025-03-27 09:39:00,Transfer,Branch,763.26,GBP,L008,US,Individual,Salary,2,DE,0,Verified
T0004391,C00271,B004,2025-03-27 09:42:00,Transfer,Online,1433.0,GBP,L016,HK,Individual,Invoice,3,NG,0,Verified
T0004461,C00094,B010,2025-03-27 10:32:00,Card,ATM,891.31,GBP,L013,NG,Own Account,Payment,5,ZA,0,Verified
T0004727,C00095,B009,2025-03-27 11:09:00,Card,Online,868.67,GBP,L016,HK,Individual,Transfer,3,IN,0,Verified
T0004348,C00180,B005,2025-03-27 13:38:00,Card,ATM,922.6,GBP,L020,ZA,Business,Transfer,3,HK,0,Verified
T0003842,C00142,B009,2025-03-27 15:13:00,Card,Branch,3098.77,GBP,L007,IE,Business,Salary,1,PL,0,Verified
T0004712,C00110,B005,2025-03-27 15:40:00,International Transfer,Mobile,403.38,GBP,L011,AE,Individual,Transfer,4,PL,0,Verified
T0000476,C00164,B011,2025-03-27 16:00:00,Card,Online,538.51,GBP,L015,SG,Own Account,Payment,2,BR,0,Verified
T0001957,C00121,B011,2025-03-27 16:34:00,Card,Branch,1993.37,GBP,L004,ES,Own Account,Invoice,1,IN,0,Verified
T0001201,C00086,B003,2025-03-27 18:51:00,Card,Mobile,1327.03,GBP,L002,FR,Own Account,Cash,1,BR,0,Verified
T0003996,C00107,B005,2025-03-27 19:42:00,Transfer,Online,462.11,GBP,L017,CH,Own Account,Salary,2,BR,0,Verified
T0002600,C00076,B006,2025-03-27 20:15:00,Card,Online,4926.29,GBP,L015,SG,Own Account,Transfer,2,SG,0,Verified
T0002548,C00272,B004,2025-03-27 20:31:00,Card,Online,2974.2,GBP,L009,CA,Own Account,Invoice,2,ZA,0,Verified
T0005162,C00200,B007,2025-03-27 20:34:00,Card,Branch,633.48,GBP,L018,PL,Own Account,Cash,2,IN,0,Verified
T0005836,C00252,B008,2025-03-27 22:08:00,Transfer,Branch,4103.89,GBP,L013,NG,Business,Payment,5,IT,1,Verified
T0003291,C00246,B007,2025-03-28 02:52:00,Transfer,Mobile,2659.21,GBP,L006,NL,Business,Payment,1,ES,0,Verified
T0003145,C00090,B007,2025-03-28 02:55:00,International Transfer,ATM,102.36,GBP,L020,ZA,Individual,Cash,3,SG,0,Verified
T0000902,C00016,B009,2025-03-28 10:31:00,Transfer,ATM,227.32,GBP,L016,HK,Own Account,Payment,3,NG,0,Verified
T0001716,C00251,B009,2025-03-28 10:48:00,International Transfer,Branch,194.89,GBP,L009,CA,Individual,Payment,2,ZA,0,Verified
T0001700,C00012,B012,2025-03-28 10:53:00,Card,ATM,1479.79,GBP,L003,DE,Business,Invoice,1,PL,0,Verified
T0004740,C00089,B004,2025-03-28 11:24:00,International Transfer,Mobile,319.16,GBP,L012,TR,Business,Salary,4,BR,0,Verified
T0003090,C00238,B008,2025-03-28 12:41:00,Card,Mobile,387.6,GBP,L005,IT,Business,Cash,1,CH,0,Review Required
T0002886,C00150,B007,2025-03-28 13:31:00,Cash Deposit,ATM,842.23,GBP,L009,CA,Own Account,Cash,2,FR,0,Verified
T0005172,C00144,B007,2025-03-28 18:15:00,Card,Online,160.26,GBP,L005,IT,Individual,Cash,1,ES,0,Verified
T0002380,C00282,B003,2025-03-28 19:18:00,Card,Mobile,146.43,GBP,L012,TR,Own Account,Salary,4,DE,0,Verified
T0003293,C00101,B002,2025-03-28 20:19:00,Transfer,Online,243.21,GBP,L016,HK,Business,Salary,3,PL,0,Verified
T0005210,C00035,B006,2025-03-28 20:31:00,Card,Branch,531.96,GBP,L015,SG,Own Account,Salary,2,IN,0,Verified
T0000543,C00086,B007,2025-03-28 23:33:00,Transfer,ATM,1519.24,GBP,L014,BR,Individual,Transfer,3,BR,0,Verified
T0000254,C00128,B002,2025-03-28 23:50:00,Transfer,Branch,899.08,GBP,L020,ZA,Business,Invoice,3,HK,0,Verified
T0000886,C00261,B009,2025-03-29 02:30:00,Card,Branch,1236.24,GBP,L018,PL,Business,Purchase,2,ZA,0,Verified
T0004880,C00019,B011,2025-03-29 02:32:00,Card,Mobile,1058.89,GBP,L013,NG,Business,Payment,5,IT,1,Verified
T0003894,C00193,B003,2025-03-29 04:05:00,Card,ATM,1730.19,GBP,L007,IE,Individual,Purchase,1,AE,0,Verified
T0005932,C00134,B006,2025-03-29 04:58:00,Transfer,Branch,1231.23,GBP,L018,PL,Own Account,Cash,2,IE,0,Verified
T0001665,C00111,B010,2025-03-29 05:21:00,Card,ATM,1550.37,GBP,L014,BR,Own Account,Transfer,3,BR,0,Verified
T0003470,C00246,B003,2025-03-29 05:21:00,Card,Online,1289.5,GBP,L012,TR,Own Account,Salary,4,ES,0,Verified
T0005246,C00044,B005,2025-03-29 07:07:00,Transfer,Mobile,678.24,GBP,L010,AU,Business,Payment,2,PL,0,Review Required
T0002124,C00165,B006,2025-03-29 07:46:00,Card,Mobile,869.23,GBP,L006,NL,Business,Cash,1,US,0,Review Required
T0004885,C00285,B010,2025-03-29 10:55:00,Cash Withdrawal,Branch,764.39,GBP,L007,IE,Individual,Salary,1,IN,0,Verified
T0001873,C00247,B012,2025-03-29 12:11:00,Card,Branch,3546.06,GBP,L013,NG,Business,Salary,5,IT,0,Verified
T0002919,C00269,B005,2025-03-29 13:37:00,Cash Deposit,Online,782.36,GBP,L017,CH,Individual,Purchase,2,FR,1,Verified
T0004489,C00230,B001,2025-03-29 14:10:00,Card,Online,720.23,GBP,L015,SG,Own Account,Invoice,2,PL,0,Verified
T0001158,C00092,B008,2025-03-29 14:12:00,Card,Branch,314.24,GBP,L004,ES,Business,Transfer,1,ZA,0,Verified
T0004336,C00226,B002,2025-03-29 14:37:00,Card,Mobile,1149.82,GBP,L008,US,Individual,Transfer,2,TR,0,Verified
T0002854,C00158,B007,2025-03-29 14:47:00,Transfer,Online,2117.52,GBP,L003,DE,Individual,Cash,1,SG,0,Verified
T0004565,C00101,B007,2025-03-29 15:10:00,Cash Withdrawal,ATM,267.98,GBP,L018,PL,Business,Payment,2,PL,0,Verified
T0004490,C00268,B011,2025-03-29 16:29:00,Card,Online,1005.88,GBP,L006,NL,Individual,Payment,1,US,0,Verified
T0003368,C00261,B003,2025-03-29 17:47:00,Card,Branch,1051.83,GBP,L004,ES,Own Account,Payment,1,ZA,0,Verified
T0005004,C00240,B010,2025-03-29 17:57:00,Card,Online,625.02,GBP,L013,NG,Individual,Purchase,5,SG,0,Verified
T0000208,C00104,B005,2025-03-29 22:31:00,Card,ATM,812.36,GBP,L015,SG,Individual,Salary,2,AE,0,Verified
T0000922,C00019,B001,2025-03-29 22:39:00,Card,Branch,643.18,GBP,L004,ES,Individual,Transfer,1,IT,1,Verified
T0005654,C00031,B008,2025-03-29 23:15:00,International Transfer,Mobile,1122.91,GBP,L003,DE,Individual,Cash,1,NL,0,Review Required
T0005354,C00259,B008,2025-03-29 23:43:00,Transfer,Branch,410.21,GBP,L020,ZA,Business,Invoice,3,SG,0,Verified
T0001372,C00188,B001,2025-03-30 00:44:00,Card,Branch,1233.29,GBP,L008,US,Business,Salary,2,IT,0,Verified
T0001941,C00136,B008,2025-03-30 01:13:00,Card,ATM,733.58,GBP,L015,SG,Individual,Payment,2,IE,0,Verified
T0005239,C00103,B010,2025-03-30 01:18:00,International Transfer,Branch,423.87,GBP,L014,BR,Business,Cash,3,US,0,Verified
T0001579,C00268,B004,2025-03-30 01:54:00,Card,Branch,1427.45,GBP,L011,AE,Individual,Invoice,4,US,0,Verified
T0004720,C00246,B009,2025-03-30 04:21:00,Card,Online,612.73,GBP,L005,IT,Individual,Purchase,1,ES,0,Verified
T0003283,C00240,B006,2025-03-30 07:31:00,Card,ATM,1353.47,GBP,L011,AE,Individual,Cash,4,SG,0,Verified
T0001017,C00025,B011,2025-03-30 10:43:00,Transfer,Branch,171.88,GBP,L007,IE,Own Account,Cash,1,CH,0,Verified
T0000541,C00096,B012,2025-03-30 11:47:00,Transfer,ATM,2671.59,GBP,L006,NL,Individual,Salary,1,IT,0,Verified
T0000767,C00040,B006,2025-03-30 13:39:00,Card,Branch,1521.99,GBP,L020,ZA,Own Account,Payment,3,FR,0,Verified
T0002928,C00234,B003,2025-03-30 14:15:00,Cash Withdrawal,ATM,14505.78,GBP,L003,DE,Business,Invoice,1,US,0,Verified
T0004522,C00278,B006,2025-03-30 15:51:00,Transfer,Online,685.94,GBP,L020,ZA,Own Account,Transfer,3,DE,0,Verified
T0001497,C00222,B004,2025-03-30 16:01:00,Transfer,ATM,1109.1,GBP,L020,ZA,Own Account,Payment,3,US,0,Verified
T0001307,C00131,B007,2025-03-30 18:09:00,Card,ATM,5538.24,GBP,L005,IT,Business,Transfer,1,IN,0,Verified
T0002561,C00138,B006,2025-03-30 20:58:00,Transfer,ATM,207.42,GBP,L014,BR,Individual,Cash,3,DE,0,Verified
T0005406,C00149,B006,2025-03-30 21:40:00,International Transfer,Mobile,4501.59,GBP,L007,IE,Own Account,Purchase,1,DE,0,Verified
T0003398,C00006,B004,2025-03-31 05:26:00,International Transfer,Mobile,1424.49,GBP,L004,ES,Business,Invoice,1,FR,0,Review Required
T0002749,C00180,B010,2025-03-31 06:10:00,Card,Branch,7969.86,GBP,L019,IN,Business,Invoice,3,HK,0,Verified
T0003857,C00084,B001,2025-03-31 07:34:00,Cash Withdrawal,Online,426.83,GBP,L010,AU,Individual,Invoice,2,DE,0,Verified
T0005895,C00278,B006,2025-03-31 08:11:00,Cash Deposit,Online,3672.38,GBP,L001,GB,Individual,Purchase,1,DE,0,Verified
T0004735,C00079,B006,2025-03-31 12:35:00,Transfer,Mobile,472.7,GBP,L011,AE,Individual,Invoice,4,PL,0,Verified
T0002954,C00032,B007,2025-03-31 14:08:00,Card,ATM,1833.16,GBP,L002,FR,Own Account,Payment,1,PL,0,Verified
T0002508,C00084,B004,2025-03-31 15:33:00,Transfer,Mobile,196.06,GBP,L012,TR,Business,Salary,4,DE,0,Verified
T0000287,C00127,B002,2025-03-31 22:02:00,Cash Deposit,ATM,1446.86,GBP,L016,HK,Own Account,Salary,3,TR,0,Verified
T0003306,C00186,B010,2025-03-31 23:17:00,Card,Online,870.71,GBP,L017,CH,Individual,Invoice,2,AE,0,Verified
